Alpha,Cl,Cd,Cm
-90.0,0.0,1.3,0.25
-85.0,-0.1736,1.29,0.249
-80.0,-0.342,1.261,0.2462
-75.0,-0.5,1.213,0.2415
-70.0,-0.6428,1.148,0.2349
-65.0,-0.766,1.068,0.2266
-60.0,-0.866,0.975,0.2165
-55.0,-0.9397,0.8723,0.2048
-50.0,-0.9848,0.7629,0.1915
-45.0,-1.0,0.65,0.1768
-40.0,-1.022,0.5352,0.1416
-39.0,-1.024,0.5066,0.1346
-38.0,-1.016,0.4851,0.1276
-37.0,-1.018,0.4565,0.1205
-36.0,-1.011,0.4279,0.1135
-35.0,-1.003,0.3994,0.0965
-34.0,-0.9954,0.3708,0.0794
-33.0,-0.9877,0.3353,0.0624
-32.0,-0.9835,0.3097,0.0515
-30.0,-0.9703,0.2663,0.0389
-28.0,-0.9672,0.2229,0.0263
-26.0,-0.9441,0.1941,0.0154
-24.0,-0.931,0.1654,0.0045
-22.0,-0.9047,0.1417,-0.0039
-20.0,-0.8784,0.1181,-0.0123
-18.0,-0.8459,0.0986,-0.0175
-16.0,-0.8134,0.0792,-0.0227
-14.0,-0.7728,0.0643,-0.0235
-12.0,-0.7322,0.0495,-0.0244
-10.0,-0.6935,0.0381,-0.0227
-8.0,-0.6547,0.0267,-0.021
-6.0,-0.4507,0.0204,-0.0389
-4.0,-0.2467,0.014,-0.0569
-2.0,0.0295,0.0129,-0.0717
0.0,0.3056,0.0118,-0.0865
2.0,0.567,0.0119,-0.0954
4.0,0.8199,0.0125,-0.1024
6.0,1.061,0.0136,-0.1071
8.0,1.287,0.0152,-0.1094
10.0,1.484,0.018,-0.108
12.0,1.639,0.0224,-0.1026
14.0,1.733,0.0303,-0.09524
16.0,1.714,0.0539,-0.09104
18.0,1.683,0.0954,-0.09794
20.0,1.657,0.1435,-0.1103
22.0,1.644,0.228,-0.13
24.0,1.633,0.3148,-0.1533
26.0,1.633,0.3926,-0.176
28.0,1.617,0.4623,-0.1966
30.0,1.597,0.5266,-0.2149
32.0,1.571,0.5855,-0.2313
33.0,1.576,0.6215,-0.2366
34.0,1.557,0.6562,-0.2406
35.0,1.548,0.6897,-0.2447
36.0,1.527,0.7148,-0.2487
37.0,1.526,0.7464,-0.2496
38.0,1.514,0.7762,-0.2455
39.0,1.492,0.7982,-0.2444
40.0,1.46,0.8197,-0.2423
45.0,1.295,0.9122,-0.2373
50.0,1.126,0.9665,-0.2354
55.0,0.9808,0.9957,-0.2324
60.0,0.866,1.035,-0.2335
65.0,0.766,1.083,-0.2336
70.0,0.6428,1.148,-0.2349
75.0,0.5,1.213,-0.2415
80.0,0.342,1.261,-0.2462
85.0,0.1736,1.29,-0.249
90.0,0.0,1.3,-0.25
