alpha,cl,cd,cm
-10.0,-0.3548238031181479,0.12665744807272314,-0.017850915680941506
-9.5,-0.3460670303484385,0.12118363618468361,-0.018835562129085628
-9.0,-0.3379806122872637,0.11582708487483692,-0.019599213910007636
-8.5,-0.33093846577855973,0.11065016053338017,-0.020107173108297342
-8.0,-0.3255908233853095,0.10569856426171706,-0.020236328913130916
-7.5,-0.3231478013983201,0.10105150425544468,-0.019756836074991253
-7.0,-0.322096504780183,0.0965259840591097,-0.019049191949533546
-6.5,-0.3114059195114479,0.09126978954204343,-0.020685539407890953
-6.0,-0.27994768891718685,0.0845481590153642,-0.027744238593906376
-5.5,-0.2473147772723841,0.07778884269125284,-0.034783785786161335
-5.0,-0.2013896121359139,0.0710599794891866,-0.04289453362186333
-4.5,-0.09208084848707633,0.0611897273540169,-0.0651912672699001
-4.0,-0.025094188847635212,0.05480457208575767,-0.07543032257813001
-3.5,0.027907606310664405,0.04949910477106445,-0.0810614465216746
-3.0,0.08215847941626549,0.04458912681543227,-0.08554327153007787
-2.5,0.13871235177475932,0.040033582132723594,-0.0891557196654231
-2.0,0.19503675025700473,0.03575344343041049,-0.09134348144956034
-1.5,0.2500067712686066,0.032271668077786766,-0.09214646493468948
-1.0,0.305902696837291,0.029410396371674825,-0.09237133708946856
-0.5,0.36130181892719204,0.02743333788285422,-0.09210603286228679
0.0,0.42295150635514533,0.026015508029776483,-0.09279774954473667
0.5,0.4870585508994972,0.0248949902373672,-0.09395664979690281
1.0,0.5464816678023438,0.024418287963749518,-0.09447099552046635
1.5,0.605325300585013,0.02412142976755662,-0.09484231000987922
2.0,0.6624306214021151,0.02405946207251477,-0.09503307517512491
2.5,0.7181208259873959,0.024184090506059974,-0.09491055314642702
3.0,0.7739262634977927,0.02436643904884516,-0.09490947122815667
3.5,0.8391390206618267,0.023381945335745235,-0.09751576700260714
4.0,0.8909496971229871,0.024055573120119047,-0.09658838614436373
4.5,0.9397686619001716,0.024793190998864886,-0.09517234816626474
5.0,0.9859585380694321,0.025600743306769744,-0.09336858205817783
5.5,1.0265583005238745,0.02666201308829199,-0.09071784844775024
6.0,1.054712979419227,0.029534641731784824,-0.08729043685948945
6.5,1.0933533463195688,0.0312328561043731,-0.0849370100889569
7.0,1.1295333399153706,0.03298300187979656,-0.0822605938321761
7.5,1.1594726020926729,0.03516999186708369,-0.07902097905409317
8.0,1.1867598845110647,0.037367505194595085,-0.07552355758703173
8.5,1.188411305658833,0.04150425240267421,-0.06987142068573826
9.0,1.1945239813234185,0.0451758890394244,-0.06491256262861675
9.5,1.2002875766146262,0.049219451602213624,-0.06113872574178298
10.0,1.2041248851236754,0.053964400828925146,-0.05856981803852111
10.5,1.2068977780172025,0.05940715702663482,-0.057176492625341815
11.0,1.2085410161828285,0.06552771950932597,-0.05672736893025427
11.5,1.2081837388852377,0.07231194641375278,-0.056953034684798294
12.0,1.2044734062624345,0.07988516377353351,-0.05782493752157235
12.5,1.196373429123053,0.0884614604225954,-0.05949711696748595
13.0,1.1832221237690534,0.098315842264541,-0.062204184473591176
13.5,1.1652095124784305,0.10963611108458605,-0.06613800265400417
14.0,1.144115122967342,0.12249193546933,-0.07144073144441888
14.5,1.1236522097435577,0.13636051226606896,-0.07774958398314898
15.0,1.1090016993985612,0.1496888077993895,-0.0840046871593628
