alpha,cl,cd,cm
-10.0,-0.28676233425535763,0.11956622358899875,-0.026555065762214128
-9.5,-0.2814638090960275,0.11519450852924012,-0.026282970769667804
-9.0,-0.2699023186759556,0.11020310697694619,-0.02777108538763627
-8.5,-0.2561236832514406,0.105138607613217,-0.02994081171511568
-8.0,-0.24332589179149622,0.1002340747951009,-0.03187683405714758
-7.5,-0.2318823740738712,0.09553151856380299,-0.033572555204957236
-7.0,-0.22027623300505123,0.09089597936381422,-0.03526021693234433
-6.5,-0.20191202379051706,0.08585378767607134,-0.03828701560223507
-6.0,-0.18360822441970379,0.08111438293968895,-0.04084295112482675
-5.5,-0.15931242357596093,0.07605185727016954,-0.04449675094973344
-5.0,-0.13052225179020494,0.07071191480706919,-0.04865490046595072
-4.5,-0.09713587560451753,0.06526489942629893,-0.05272785391977513
-4.0,-0.0654861911094459,0.0601685472190453,-0.05527227142784716
-3.5,-0.028643995229217463,0.05509392920985455,-0.05775730201063321
-3.0,0.014988096046771364,0.050132728095847415,-0.060223041401247235
-2.5,0.08433910558851518,0.044616283810679065,-0.06605284562850355
-2.0,0.1553626583692737,0.03947646787979248,-0.07018675539543029
-1.5,0.2039866471382707,0.03607507967372444,-0.06942604622262104
-1.0,0.2518805199853824,0.03328246864569857,-0.06791528273138593
-0.5,0.30374317342703777,0.030663092167428522,-0.06665726853148875
0.0,0.3647013597268001,0.02889893798567697,-0.06725495985009071
0.5,0.4455242327437274,0.02726726227817596,-0.07158668210159372
1.0,0.520805099016519,0.026455011778984704,-0.07517309881998577
1.5,0.5924949125879166,0.025947415205447414,-0.07818462749492781
2.0,0.6587448705422166,0.02586282232867925,-0.08019322340590336
2.5,0.7220412818314751,0.025952509858694888,-0.08170554854972603
3.0,0.7833501060176082,0.026235974995006243,-0.08283253748087428
3.5,0.8746318344173581,0.025458090829482596,-0.09102078488772773
4.0,0.9254481170856148,0.026262987197371877,-0.08987373441628467
4.5,0.9746825658624158,0.02714296154385038,-0.0885570400520686
5.0,1.0193192196337395,0.028152498617578247,-0.08662969441432691
5.5,1.05766447522364,0.029529013206623503,-0.08393322160027221
6.0,1.0900591720095267,0.03180275297379225,-0.08106236938119399
6.5,1.1277268424467937,0.03375337696561997,-0.0789005301820821
7.0,1.1635345272755118,0.03581578748211774,-0.07661359705628687
7.5,1.1973036288001226,0.037964396509528424,-0.0741693781191546
8.0,1.2257555905221167,0.04042713769785846,-0.07130422066558562
8.5,1.2498436977436576,0.043035988843945695,-0.06808587294524192
9.0,1.2683813008421194,0.04618820793488411,-0.06492453114072146
9.5,1.284771280165636,0.04971233503954384,-0.06220398059080645
10.0,1.2975574543923545,0.05381982906580122,-0.05999623774076618
10.5,1.3047726143697995,0.05880956765473794,-0.05851565446048466
11.0,1.3116457466348643,0.0642552769330375,-0.057738589382286015
11.5,1.314346030217393,0.07062298261668772,-0.05786765220468715
12.0,1.313139184679993,0.07797928621144697,-0.058991490493321794
12.5,1.3094726816171525,0.08622538725926766,-0.06082894506786234
13.0,1.2997604320341638,0.09578225353186236,-0.0637993696629609
13.5,1.2823430037290793,0.10743930724010965,-0.06795250173904385
14.0,1.2521278923931256,0.12256891295863097,-0.07449437286401966
14.5,1.2094099665167393,0.14226835294900167,-0.08416850920158911
15.0,1.164183368929146,0.16562652007446074,-0.0959320021580811
