r/R,Contour file,Aero file
0.0,Cylinder1_coords.csv,Cylinder1.csv
0.022222764227642272,Cylinder1_coords.csv,Cylinder1.csv
0.06666666666666667,Cylinder1_coords.csv,Cylinder1.csv
0.11111056910569107,Cylinder2_coords.csv,Cylinder2.csv
0.16666666666666666,DU40_A17_coords.csv,DU40_A17.csv
0.23333333333333334,DU35_A17_coords.csv,DU35_A17.csv
0.3,DU35_A17_coords.csv,DU35_A17.csv
0.3666666666666667,DU30_A17_coords.csv,DU30_A17.csv
0.4333333333333333,DU25_A17_coords.csv,DU25_A17.csv
0.5,DU25_A17_coords.csv,DU25_A17.csv
0.5666666666666667,DU21_A17_coords.csv,DU21_A17.csv
0.6333333333333334,DU21_A17_coords.csv,DU21_A17.csv
0.7,NACA64_A17_coords.csv,NACA64_A17.csv
0.7666666666666666,NACA64_A17_coords.csv,NACA64_A17.csv
0.8333333333333334,NACA64_A17_coords.csv,NACA64_A17.csv
0.8888894308943089,NACA64_A17_coords.csv,NACA64_A17.csv
0.9333333333333333,NACA64_A17_coords.csv,NACA64_A17.csv
0.9777772357723576,NACA64_A17_coords.csv,NACA64_A17.csv
1.0,NACA64_A17_coords.csv,NACA64_A17.csv
