r/R,Contour file,Aero file
0.0,DJI9443-airfoilsec6.csv,dji_9443_1.csv
0.0857143,DJI9443-airfoilsec6.csv,dji_9443_2.csv
0.185714,DJI9443-airfoilsec4.csv,dji_9443_3.csv
0.371429,DJI9443-airfoilsec3.csv,dji_9443_4.csv
0.714286,DJI9443-airfoilsec2.csv,dji_9443_5.csv
0.942857,DJI9443-airfoilsec1.csv,dji_9443_6.csv
1.0,DJI9443-airfoilsec1.csv,dji_9443_7.csv
